Organization_ID,Industry,Company_Size,Employee_Count,AI_Tool,Adoption_Year,Monthly_AI_Usage_Hours,Productivity_Gain,Satisfaction_Score,AI_Investment_USD,Cost_Savings_USD
5828,Finance,Small,173,Claude,2025,165,49.32,9.21,114648,157178
5829,Education,Large,4806,Gemini,2022,109,49.88,6.68,71460,187507
5830,Finance,Medium,882,Copilot,2024,22,11.11,8.34,17910,37593
5831,Finance,Large,3421,Gemini,2022,77,17.39,8.33,53904,74144
5832,Education,Medium,1413,Claude,2022,146,34.64,7.78,29017,78289
5833,Education,Medium,765,Copilot,2022,157,33.13,9.9,115725,122509
5834,Education,Large,2230,Copilot,2024,90,18.88,7.25,78403,86648
5835,IT,Medium,1126,Copilot,2025,156,16.2,8.12,47778,124677
5836,Retail,Large,2146,ChatGPT,2025,192,30.96,9.58,125283,183752
5837,Retail,Small,54,ChatGPT,2024,95,16.94,9.36,99949,180224
5838,Manufacturing,Large,3673,ChatGPT,2022,102,33.76,9.65,24697,69158
5839,Retail,Small,451,Gemini,2025,29,38.52,9.36,67919,187168
5840,Finance,Small,288,ChatGPT,2021,155,29.61,8.83,48121,109012
5841,Finance,Medium,1036,Gemini,2021,37,48.12,6.45,141962,174770
5842,Education,Large,1918,Gemini,2025,119,18.44,6.08,139106,159622
5843,Education,Medium,925,Gemini,2023,36,28.72,6.5,7568,53926
5844,Manufacturing,Small,240,Gemini,2023,68,29.0,7.05,146725,189454
5845,Education,Large,3382,Claude,2025,115,42.57,8.57,122101,184997
5846,Education,Large,4877,Claude,2024,131,37.03,8.36,68103,153904
5847,Retail,Large,3850,Gemini,2022,66,43.12,8.53,49858,166665
5848,IT,Small,220,Copilot,2024,82,24.53,8.11,80901,135164
5849,Finance,Large,2549,Gemini,2023,139,14.31,7.85,146720,199823
5850,Education,Medium,1091,Gemini,2021,169,22.47,6.43,108288,191346
5851,Healthcare,Small,84,Copilot,2024,142,32.87,9.05,47527,157854
5852,Finance,Medium,748,Claude,2025,122,22.73,8.47,124055,189073
5853,Healthcare,Small,492,Gemini,2025,140,20.91,8.73,93065,107895
5854,Manufacturing,Medium,635,Gemini,2025,161,20.53,8.2,72946,122116
5855,Education,Large,4398,Claude,2022,63,26.69,8.65,48353,66643
5856,Finance,Medium,723,ChatGPT,2025,131,25.56,8.49,35200,130700
5857,Manufacturing,Medium,582,ChatGPT,2022,197,41.93,8.65,78346,184115
5858,Retail,Large,2860,Copilot,2023,81,18.04,7.38,64883,165018
5859,Healthcare,Large,2732,ChatGPT,2022,125,13.97,6.31,108654,220137
5860,Retail,Large,1679,ChatGPT,2025,24,18.86,6.47,140905,191120
5861,Manufacturing,Large,2185,ChatGPT,2024,21,10.79,9.88,146732,235580
5862,Finance,Small,142,Copilot,2025,29,24.74,7.77,101439,163770
5863,Education,Medium,643,Gemini,2025,36,12.59,9.79,144462,240913
5864,IT,Medium,718,Claude,2025,80,47.83,8.35,96155,168961
5865,Healthcare,Small,488,ChatGPT,2021,163,39.14,8.85,45822,145861
5866,Retail,Large,2432,Copilot,2022,130,25.6,9.14,56232,139172
5867,IT,Medium,1027,Copilot,2023,159,41.6,9.82,17735,95290
5868,Education,Small,347,Claude,2024,96,40.02,8.25,134565,187222
5869,IT,Small,318,ChatGPT,2021,94,26.69,9.29,134933,157943
5870,IT,Small,155,Claude,2024,33,25.28,6.95,32252,90467
5871,Education,Medium,1148,ChatGPT,2021,148,35.08,8.75,25793,46263
5872,Manufacturing,Small,438,ChatGPT,2025,200,33.86,8.2,6799,17390
5873,Healthcare,Medium,1063,Copilot,2023,116,44.09,8.7,65353,93473
5874,Finance,Small,219,Copilot,2025,87,35.66,9.1,86971,169794
5875,Retail,Medium,646,ChatGPT,2024,53,13.8,8.68,134827,195732
5876,Healthcare,Medium,617,ChatGPT,2024,68,31.12,9.68,147845,237524
5877,Finance,Small,488,Claude,2023,110,47.63,9.06,23042,36924
5878,Healthcare,Small,106,Copilot,2022,99,48.94,6.94,68127,180241
5879,Healthcare,Large,2910,Claude,2021,107,15.7,8.91,95945,113800
5880,Manufacturing,Small,187,Gemini,2022,92,48.31,9.06,79614,121584
5881,Healthcare,Small,280,Copilot,2023,77,27.94,7.45,34211,118242
5882,Retail,Small,61,Claude,2023,76,30.53,6.78,93938,182341
5883,Manufacturing,Large,3694,ChatGPT,2023,105,25.25,6.2,90161,187619
5884,IT,Medium,576,ChatGPT,2025,36,12.7,6.38,90772,210277
5885,Education,Large,3020,ChatGPT,2021,45,24.69,9.57,138756,239784
5886,Healthcare,Large,4529,Gemini,2021,77,27.9,9.37,97173,169560
5887,IT,Large,2061,Gemini,2023,115,19.8,8.15,119671,128186
5888,Retail,Small,425,Claude,2025,169,49.49,7.63,33882,42246
5889,Manufacturing,Medium,1431,Copilot,2021,191,40.71,7.39,55894,119608
5890,Retail,Large,2036,Claude,2024,197,39.42,7.46,39311,51131
5891,IT,Medium,1074,ChatGPT,2022,194,16.79,7.7,11691,28799
5892,Healthcare,Small,362,ChatGPT,2025,99,36.54,6.3,46956,166813
5893,Manufacturing,Large,4434,Gemini,2023,39,20.33,9.5,30434,72425
5894,Education,Large,2715,ChatGPT,2024,172,11.37,8.92,132053,183606
5895,Finance,Small,208,ChatGPT,2024,66,10.86,6.14,108081,171405
5896,Finance,Medium,1234,Copilot,2023,73,49.51,6.48,126715,197696
5897,Healthcare,Medium,659,ChatGPT,2024,176,36.31,7.22,102236,176245
5898,Healthcare,Small,103,Gemini,2025,50,20.22,8.41,133167,159801
5899,Finance,Large,4303,Claude,2022,75,13.43,6.32,40678,159604
5900,Education,Small,404,Claude,2025,98,19.33,9.37,93876,155430
5901,Healthcare,Medium,1330,ChatGPT,2023,196,40.59,7.32,61666,152325
5902,Retail,Medium,1081,Gemini,2025,174,26.63,8.29,64389,133992
5903,Finance,Medium,560,Gemini,2023,70,12.2,9.29,97709,109759
5904,Manufacturing,Large,4402,ChatGPT,2022,153,49.77,7.99,133145,206409
5905,IT,Small,216,Copilot,2024,165,47.95,9.36,77423,126574
5906,Retail,Medium,1110,Claude,2024,48,45.27,8.76,134752,232729
5907,Healthcare,Small,446,Gemini,2022,45,49.01,6.52,58760,160480
5908,Healthcare,Small,194,Copilot,2022,179,22.94,9.92,101248,167008
5909,Healthcare,Medium,1358,Copilot,2023,123,11.13,9.99,136081,170165
5910,Retail,Large,4445,Claude,2025,148,16.23,6.44,138110,223817
5911,Manufacturing,Small,450,Claude,2023,141,21.33,7.18,69901,151169
5912,Education,Small,276,Copilot,2025,138,48.96,7.6,72564,140236
5913,IT,Large,4773,Claude,2022,194,42.11,7.02,141011,219726
5914,Retail,Medium,537,Gemini,2023,136,30.08,7.84,19566,94037
5915,Healthcare,Small,281,ChatGPT,2022,182,10.76,6.3,144212,253512
5916,Education,Small,209,Gemini,2022,64,34.72,8.91,68247,81814
5917,Finance,Medium,851,Copilot,2024,137,41.36,6.95,7142,24935
5918,Healthcare,Large,2091,Copilot,2024,27,15.66,6.95,134122,249855
5919,Finance,Medium,1020,Gemini,2024,176,23.02,8.23,89742,183020
5920,Manufacturing,Medium,954,Claude,2021,169,44.25,6.47,66645,151523
5921,Finance,Large,3680,ChatGPT,2025,90,31.64,9.38,87363,181961
5922,Education,Large,2044,Copilot,2024,39,40.96,9.35,149296,255628
5923,IT,Small,287,Gemini,2021,143,45.7,7.28,146158,162210
5924,Manufacturing,Large,2355,ChatGPT,2022,188,11.89,8.18,107806,122949
5925,Retail,Large,3805,Copilot,2023,107,33.73,9.33,90718,144249
5926,Manufacturing,Medium,1139,Copilot,2025,121,32.31,8.96,20261,93802
5927,Finance,Small,349,ChatGPT,2025,63,10.23,7.04,81446,195174
5928,Retail,Medium,1463,ChatGPT,2023,157,47.78,6.2,30726,37263
5929,Healthcare,Medium,1250,Gemini,2025,141,40.65,8.44,99991,188843
5930,Healthcare,Large,3338,ChatGPT,2023,127,34.89,8.12,65304,178026
5931,Healthcare,Large,4318,Gemini,2022,91,28.77,9.69,48493,115308
5932,Education,Large,1589,Copilot,2025,49,40.4,7.98,92188,172537
5933,Finance,Large,1836,Copilot,2025,139,44.7,8.54,140075,176477
5934,Finance,Medium,587,ChatGPT,2024,43,22.9,7.64,149996,185127
5935,Manufacturing,Medium,876,Claude,2025,108,29.67,9.01,105047,211898
5936,Retail,Small,237,Claude,2025,190,43.95,9.74,69280,121622
5937,Retail,Large,4534,Copilot,2024,87,32.99,6.43,76787,184799
5938,Healthcare,Medium,1057,Claude,2023,180,39.84,6.77,80784,198055
5939,Education,Small,263,Copilot,2023,192,23.76,9.96,145093,224948
5940,Education,Medium,1253,ChatGPT,2022,176,30.07,7.28,27970,144118
5941,Manufacturing,Medium,808,Gemini,2022,30,19.76,7.98,64492,80510
5942,Manufacturing,Medium,1031,ChatGPT,2021,113,13.09,7.95,11507,101891
5943,Healthcare,Large,1564,Claude,2025,84,14.91,8.02,112798,225534
5944,IT,Medium,531,Gemini,2024,78,36.53,9.89,104944,184831
5945,Retail,Large,4568,Copilot,2025,149,46.67,6.88,11146,17928
5946,Manufacturing,Small,259,Copilot,2025,124,16.45,9.95,95253,182237
5947,Retail,Medium,1347,Claude,2022,151,37.0,9.64,75109,128466
5948,Manufacturing,Small,441,Claude,2023,147,47.27,8.68,73520,141153
5949,IT,Medium,1393,Claude,2023,90,48.34,7.64,96331,198047
5950,Healthcare,Small,373,Claude,2025,169,32.98,8.71,18107,133621
5951,Education,Small,227,Copilot,2025,81,16.22,9.6,145839,154049
5952,Healthcare,Medium,877,Copilot,2022,173,13.37,6.64,139187,160741
5953,Finance,Medium,1121,Gemini,2023,124,17.43,9.92,103081,137409
5954,Retail,Medium,995,Gemini,2024,192,30.39,8.92,53994,99483
5955,IT,Small,354,Gemini,2022,166,40.04,6.42,49149,126116
5956,Finance,Large,3640,ChatGPT,2024,63,43.11,6.12,46895,142153
5957,Education,Medium,553,Gemini,2023,119,12.7,9.32,65459,172478
5958,IT,Small,122,Copilot,2021,56,47.4,7.03,141766,220424
5959,IT,Medium,1483,ChatGPT,2023,61,36.71,9.5,7416,76279
5960,Finance,Small,293,Gemini,2022,35,16.06,8.74,14237,26106
5961,Finance,Small,161,ChatGPT,2024,21,12.49,9.18,87038,202768
5962,Healthcare,Large,3205,ChatGPT,2023,89,40.96,7.62,20436,55905
5963,IT,Large,4791,Gemini,2021,73,25.47,9.78,7423,79738
5964,Education,Small,498,ChatGPT,2025,153,20.0,6.46,145446,225643
5965,Manufacturing,Medium,575,Copilot,2021,115,44.25,6.73,94948,181394
5966,Finance,Medium,1143,Gemini,2021,157,41.03,6.12,36451,94355
5967,Retail,Small,272,Copilot,2023,147,36.42,6.74,75711,180115
5968,Retail,Large,2471,ChatGPT,2023,77,11.09,7.32,20754,92506
5969,Finance,Small,211,ChatGPT,2025,109,36.44,8.11,134731,254435
5970,Manufacturing,Medium,817,ChatGPT,2025,164,14.1,6.52,41578,123961
5971,Healthcare,Medium,504,Copilot,2025,184,38.91,9.5,62862,130061
5972,Education,Large,3337,Claude,2023,123,32.14,6.12,46412,123152
5973,Manufacturing,Large,4187,Claude,2022,157,37.89,6.81,103313,152346
5974,Retail,Large,4770,Gemini,2025,63,34.76,8.8,39874,55819
5975,Manufacturing,Medium,1337,ChatGPT,2022,145,47.77,6.03,56195,105584
5976,Education,Large,3959,Claude,2025,44,17.88,6.9,65614,96261
5977,Healthcare,Small,82,ChatGPT,2021,52,42.44,9.73,56009,166969
5978,Finance,Large,3548,Gemini,2021,58,20.67,6.67,56243,144762
5979,IT,Small,124,Claude,2025,80,38.77,6.6,33776,97883
5980,Finance,Small,179,ChatGPT,2025,47,42.75,7.42,56237,129274
5981,Retail,Small,253,Copilot,2024,67,48.17,9.74,38543,63922
5982,Education,Medium,909,ChatGPT,2022,23,43.48,7.97,120216,193970
5983,Healthcare,Small,354,ChatGPT,2025,72,40.62,6.7,91409,176774
5984,Finance,Large,3440,ChatGPT,2024,99,27.3,7.39,78007,105522
5985,Finance,Small,367,ChatGPT,2022,46,21.5,9.74,10091,80856
5986,Education,Medium,1247,Copilot,2021,125,40.4,7.65,89974,141224
5987,Education,Small,247,Claude,2021,150,23.15,6.67,109484,144352
5988,Finance,Medium,1178,Gemini,2024,139,21.95,6.99,11038,121232
5989,IT,Large,2105,Gemini,2023,174,22.53,9.49,9279,86311
5990,Education,Medium,557,Copilot,2022,52,47.28,7.35,118632,190158
5991,IT,Small,272,Claude,2024,197,21.62,7.36,141160,156088
5992,Manufacturing,Medium,1296,Copilot,2023,88,10.77,8.08,113968,196021
5993,Manufacturing,Large,2440,Claude,2022,136,16.01,6.06,15776,119729
5994,Manufacturing,Large,1776,Claude,2024,98,32.83,9.0,55602,157532
5995,IT,Large,3762,ChatGPT,2021,119,17.13,7.57,106673,215837
5996,IT,Small,476,Claude,2025,112,26.19,8.2,29944,53803
5997,IT,Large,3641,Claude,2025,78,39.71,8.74,18910,60558
5998,Finance,Large,1665,Copilot,2022,62,42.11,6.26,135389,245996
5999,Retail,Small,215,Copilot,2021,50,47.32,8.77,126192,172654
6000,Education,Small,271,Gemini,2023,181,15.23,7.64,72592,138624
6001,Healthcare,Small,301,ChatGPT,2025,106,37.96,9.13,46189,78082
6002,Manufacturing,Small,409,Claude,2022,33,12.55,8.03,23670,129431
6003,Finance,Large,2347,Copilot,2021,44,40.83,8.09,51909,131068
6004,Retail,Small,162,ChatGPT,2023,107,39.52,6.18,36802,112052
6005,Finance,Small,263,Gemini,2021,71,48.23,6.08,94451,163169
6006,Manufacturing,Medium,877,Gemini,2021,85,22.48,8.96,123432,231723
6007,IT,Large,2740,Copilot,2024,110,12.87,9.94,136081,143764
6008,Manufacturing,Small,408,ChatGPT,2023,139,16.63,7.52,83062,109117
6009,Healthcare,Medium,590,Copilot,2022,176,34.08,7.97,75110,112345
6010,Finance,Small,393,ChatGPT,2024,195,11.33,7.65,110045,204836
6011,Healthcare,Large,2937,Copilot,2023,129,13.35,8.92,77581,111438
6012,Finance,Medium,1472,Gemini,2024,137,41.01,8.53,98314,136863
6013,Education,Medium,905,Gemini,2021,53,13.09,7.2,80809,112555
6014,IT,Small,92,Claude,2024,183,15.95,9.04,116321,179225
6015,Healthcare,Small,433,ChatGPT,2024,103,31.88,9.58,56403,122280
6016,IT,Medium,934,Gemini,2024,34,23.44,9.4,41173,49271
6017,Finance,Large,4903,Gemini,2025,34,39.18,8.83,49004,146282
6018,Finance,Small,339,Claude,2024,128,28.5,7.1,54541,141943
6019,Finance,Small,97,Claude,2021,180,22.04,7.16,63416,88872
6020,Manufacturing,Large,3835,Copilot,2024,39,39.98,9.3,25669,86419
6021,Retail,Small,378,Claude,2022,64,38.87,6.58,119566,161431
6022,Retail,Small,133,Gemini,2022,64,22.08,9.49,48975,57866
6023,Finance,Medium,1157,Copilot,2022,199,16.54,7.98,125515,236445
6024,Manufacturing,Small,87,Gemini,2021,170,45.18,8.69,76568,177411
6025,Manufacturing,Medium,1387,ChatGPT,2021,119,48.64,6.75,92709,150787
6026,Healthcare,Large,2445,Gemini,2022,69,32.04,9.07,92546,109954
6027,IT,Medium,932,Copilot,2025,190,43.32,6.71,20339,114826
6028,Healthcare,Small,223,Gemini,2025,194,39.13,6.45,78092,147750
6029,Education,Medium,1393,Copilot,2024,64,21.52,9.07,35140,129655
6030,Finance,Large,3034,Claude,2024,136,30.53,9.67,123814,183590
6031,IT,Small,287,Gemini,2024,35,38.05,9.52,16067,99278
6032,IT,Medium,643,ChatGPT,2022,59,40.3,7.57,6940,112614
6033,Retail,Medium,1094,Copilot,2023,147,34.55,7.66,115663,215931
6034,Retail,Large,4618,Claude,2024,117,24.04,9.85,13048,57135
6035,Finance,Small,206,Claude,2021,78,11.83,7.19,17926,107596
6036,IT,Small,187,Gemini,2024,96,15.84,8.97,87710,172406
6037,IT,Small,96,Claude,2023,115,49.19,7.57,145100,153829
6038,Manufacturing,Small,72,Gemini,2022,191,12.14,7.06,66996,105873
6039,Manufacturing,Large,3476,Claude,2023,147,17.64,7.56,7781,26152
6040,IT,Small,251,Copilot,2024,90,33.07,8.37,103402,138895
6041,Retail,Small,229,ChatGPT,2022,31,44.75,9.97,46152,54768
6042,Education,Large,1957,Claude,2022,150,38.41,6.26,129036,193786
6043,Manufacturing,Medium,1114,Copilot,2023,28,13.67,7.21,26256,132831
6044,Retail,Small,170,Gemini,2023,148,22.11,9.49,77340,153796
6045,Education,Medium,1201,Claude,2025,116,25.78,8.09,31352,79755
6046,Manufacturing,Large,2570,Copilot,2024,196,23.78,6.75,15828,54141
6047,Education,Large,2910,Claude,2022,190,17.37,8.43,120442,154239
6048,Manufacturing,Small,167,Claude,2023,169,38.17,8.0,80514,154062
6049,IT,Medium,899,Gemini,2024,117,43.17,6.37,121119,160566
6050,Finance,Small,262,Claude,2024,124,10.64,7.75,63682,176388
6051,Education,Small,104,Gemini,2023,187,39.65,6.03,116741,217586
6052,Education,Small,494,ChatGPT,2022,125,47.95,9.02,144441,184551
6053,Manufacturing,Small,105,Copilot,2021,26,27.74,7.96,20433,55790
6054,Finance,Medium,991,ChatGPT,2023,74,10.33,7.92,24037,122162
6055,Healthcare,Medium,673,Copilot,2025,100,42.83,7.43,119996,164324
6056,Manufacturing,Large,2484,Copilot,2023,22,20.5,6.02,135510,150153
6057,Manufacturing,Medium,1085,ChatGPT,2022,59,19.21,8.96,9304,56970
6058,Education,Large,3747,Claude,2025,149,11.81,9.09,65996,162817
6059,Finance,Large,2021,Copilot,2024,72,34.58,9.79,19914,65532
6060,Education,Large,1769,Copilot,2022,67,19.04,8.02,76363,186041
6061,Manufacturing,Large,4650,ChatGPT,2023,79,49.94,8.67,26251,58529
6062,IT,Small,455,Copilot,2025,199,14.48,9.78,52648,154264
6063,Manufacturing,Large,4626,Copilot,2021,193,42.42,9.71,44015,153455
6064,Manufacturing,Large,2792,Gemini,2025,80,12.11,7.06,27654,76201
6065,Education,Small,328,Gemini,2025,151,28.68,8.78,115247,125564
6066,Finance,Small,370,ChatGPT,2023,22,37.96,9.96,98116,106979
6067,IT,Small,68,ChatGPT,2022,45,38.08,6.29,112887,219623
6068,Retail,Large,2937,Gemini,2025,124,25.92,9.22,14110,114208
6069,Finance,Medium,779,ChatGPT,2022,31,38.72,6.14,34100,42664
6070,Finance,Medium,535,Gemini,2022,186,30.27,9.29,64427,144878
6071,Healthcare,Small,452,Gemini,2021,45,34.52,8.13,118472,204622
6072,Finance,Small,368,Gemini,2022,160,14.9,8.24,29574,102292
6073,IT,Small,243,Copilot,2023,137,19.7,7.68,65676,179230
6074,Finance,Medium,1062,Gemini,2021,71,32.46,8.92,116781,142025
6075,IT,Small,320,Gemini,2025,25,17.47,6.32,143217,164963
6076,Education,Small,194,ChatGPT,2025,154,48.02,9.69,68009,105064
6077,Manufacturing,Large,3266,Claude,2023,76,47.64,9.8,11357,87887
6078,Healthcare,Small,223,ChatGPT,2022,32,28.77,7.71,7677,56072
6079,Retail,Medium,541,Copilot,2023,42,21.13,7.22,133067,203141
6080,Manufacturing,Large,2837,Claude,2021,149,45.76,9.89,49641,55356
6081,Finance,Small,378,Copilot,2024,112,29.84,9.13,111492,175474
6082,IT,Medium,732,Gemini,2025,184,30.9,7.94,17115,93760
6083,IT,Large,4783,ChatGPT,2022,101,24.89,9.23,94140,192858
6084,Retail,Small,434,Copilot,2021,86,37.54,7.81,98039,146054
6085,Education,Medium,701,Claude,2025,25,40.98,6.68,42147,152815
6086,Education,Large,3456,Gemini,2022,143,21.04,7.84,103971,177562
6087,Healthcare,Medium,982,ChatGPT,2024,127,18.95,9.87,25754,71266
6088,Healthcare,Large,2924,Gemini,2025,90,40.48,10.0,71095,141586
6089,IT,Medium,602,ChatGPT,2022,173,23.51,9.47,65829,147819
6090,Retail,Small,178,Gemini,2022,133,21.43,8.53,119510,142780
6091,IT,Large,3517,Claude,2022,110,45.02,8.07,13926,131046
6092,IT,Medium,551,Claude,2025,63,15.58,9.19,118314,189505
6093,Manufacturing,Small,351,ChatGPT,2023,185,44.21,6.0,145433,257472
6094,Retail,Small,80,ChatGPT,2023,98,12.8,9.15,76759,155559
6095,Retail,Small,356,Copilot,2022,102,14.15,9.8,20722,111227
6096,IT,Large,2097,Gemini,2021,155,25.53,9.54,53108,156623
6097,Retail,Medium,1179,Copilot,2025,145,49.41,8.14,147145,216836
6098,Education,Small,118,ChatGPT,2022,80,38.18,8.8,74640,113604
6099,Manufacturing,Medium,1312,ChatGPT,2021,73,46.24,8.75,93251,151708
6100,Education,Large,1816,Gemini,2021,163,26.56,9.47,79991,147687
6101,Manufacturing,Medium,973,Gemini,2023,180,49.58,6.93,13521,112164
6102,Finance,Medium,938,Copilot,2023,115,42.24,7.51,50207,138427
6103,Healthcare,Medium,1313,ChatGPT,2024,144,25.42,9.38,61723,123750
6104,Finance,Small,114,Gemini,2021,112,48.07,6.33,29174,137791
6105,Education,Small,426,Copilot,2025,119,25.02,8.76,105696,135368
6106,IT,Small,188,Gemini,2025,149,47.06,9.19,31855,89922
6107,Healthcare,Medium,598,Copilot,2021,188,34.93,6.02,77859,121630
6108,Finance,Small,250,ChatGPT,2024,63,39.47,8.66,41247,146626
6109,Healthcare,Large,3208,Claude,2021,22,16.62,7.43,14804,86119
6110,Manufacturing,Large,3846,Claude,2024,21,40.43,8.01,99892,219639
6111,Healthcare,Large,3420,Copilot,2025,110,13.7,6.87,80756,126786
6112,Retail,Medium,1356,Claude,2024,174,47.37,7.51,35367,83996
6113,IT,Small,489,ChatGPT,2022,120,27.4,9.0,38485,105978
6114,Education,Large,2162,Claude,2023,194,47.02,6.67,127438,212791
6115,Education,Large,4900,Claude,2024,146,36.25,8.98,29150,89686
6116,Manufacturing,Large,3790,Claude,2022,170,11.98,6.85,15826,128074
6117,Education,Small,185,Gemini,2025,186,42.26,8.89,72840,91120
6118,Manufacturing,Medium,546,Claude,2023,148,23.27,6.24,137039,166841
6119,Retail,Medium,676,Claude,2022,118,49.75,6.82,44634,70559
6120,Healthcare,Large,3161,Copilot,2023,163,47.69,6.19,139409,182538
6121,IT,Large,2061,Claude,2024,94,40.73,8.04,41999,159456
6122,Finance,Medium,801,ChatGPT,2023,194,33.74,6.18,98538,109365
6123,Manufacturing,Small,302,Gemini,2024,44,23.17,8.32,5263,96300
6124,Finance,Small,81,Copilot,2021,112,36.95,8.19,73382,81631
6125,IT,Medium,1292,ChatGPT,2025,53,21.02,6.88,131322,217357
6126,IT,Medium,723,Gemini,2024,152,14.33,8.74,114774,170834
6127,Retail,Medium,887,Gemini,2023,155,35.55,7.45,13106,55180
6128,Manufacturing,Small,356,ChatGPT,2024,41,38.69,6.8,137705,217585
6129,Education,Large,4411,Copilot,2024,153,15.54,7.63,81646,188952
6130,Education,Small,300,Copilot,2023,188,12.3,6.03,7727,121343
6131,Healthcare,Large,2137,ChatGPT,2023,198,45.05,8.62,135072,151403
6132,Healthcare,Large,4977,ChatGPT,2025,132,10.35,8.45,91142,109866
6133,Retail,Small,491,Gemini,2024,123,46.25,6.96,118925,164698
6134,Healthcare,Large,1888,ChatGPT,2023,190,25.4,7.6,149026,178835
6135,Education,Medium,1469,Claude,2025,128,37.97,6.68,32810,152483
6136,Finance,Small,309,Copilot,2022,172,43.86,9.51,59455,141735
6137,Retail,Small,421,Gemini,2021,34,26.75,6.74,38119,88058
6138,Retail,Medium,659,Claude,2025,111,20.51,7.58,18031,72586
6139,Education,Small,327,ChatGPT,2025,80,21.32,6.6,37117,110915
6140,Education,Large,4669,Gemini,2024,134,29.61,8.28,135271,223922
6141,Finance,Medium,1344,Claude,2025,92,25.3,6.1,47845,105518
6142,Finance,Medium,1003,Gemini,2024,90,38.83,8.45,25562,90186
6143,Manufacturing,Small,87,Copilot,2023,36,48.5,9.03,66245,144911
6144,Manufacturing,Small,340,Claude,2022,154,25.56,7.32,79770,127512
6145,Retail,Small,427,Copilot,2025,61,42.86,9.31,80774,162243
6146,Finance,Large,3254,Gemini,2025,24,31.0,7.68,52663,80857
6147,Education,Medium,1046,Gemini,2023,163,19.03,7.68,44389,114607
6148,Manufacturing,Small,153,Claude,2022,76,14.27,6.69,65492,77902
6149,Healthcare,Small,393,ChatGPT,2025,95,36.17,7.94,145566,212516
6150,Education,Medium,606,Copilot,2021,114,11.05,7.11,130195,239996
6151,Healthcare,Large,1892,Claude,2025,183,42.97,7.53,68708,171656
6152,Finance,Large,4723,Claude,2025,149,38.28,6.28,142063,153269
6153,Retail,Small,344,Copilot,2023,39,45.52,9.41,22049,109735
6154,Finance,Small,112,Gemini,2021,149,37.95,8.58,40802,73844
6155,Finance,Small,179,Copilot,2021,94,27.82,6.36,20451,127503
6156,Education,Medium,990,Copilot,2021,36,22.27,6.62,127937,148697
6157,Manufacturing,Small,321,Claude,2021,103,15.17,6.95,126532,241657
6158,Finance,Medium,784,Copilot,2022,64,11.83,7.39,15661,78663
6159,Healthcare,Small,188,ChatGPT,2025,170,26.2,8.11,138300,172010
6160,Retail,Large,3836,ChatGPT,2023,43,29.52,8.05,90354,178470
6161,Education,Large,4403,ChatGPT,2025,156,17.99,9.24,101226,187768
6162,Manufacturing,Large,1815,Gemini,2024,187,45.27,9.01,129339,244589
6163,Finance,Small,351,Copilot,2025,79,10.15,7.39,99644,150507
6164,Manufacturing,Large,2584,ChatGPT,2021,23,40.38,9.28,36025,123400
6165,Finance,Medium,1497,ChatGPT,2024,30,47.28,7.81,5649,110347
6166,IT,Medium,870,Copilot,2023,55,15.96,6.01,99356,182991
6167,Healthcare,Small,413,ChatGPT,2023,147,40.49,7.21,148204,198594
6168,Retail,Small,434,ChatGPT,2023,58,32.72,7.66,23531,122319
6169,Education,Small,382,Gemini,2023,80,13.48,7.07,98620,182950
6170,Finance,Medium,1110,ChatGPT,2023,118,18.04,6.09,30000,70517
6171,Manufacturing,Large,3877,Gemini,2021,178,43.08,6.91,32164,130731
6172,IT,Medium,1391,ChatGPT,2025,95,31.75,7.82,91141,169395
6173,Healthcare,Small,436,Gemini,2024,28,44.25,8.09,80643,85851
6174,Healthcare,Large,3302,ChatGPT,2023,49,36.46,8.01,46691,146809
6175,IT,Medium,629,Gemini,2023,54,35.67,9.4,24015,123991
6176,Healthcare,Medium,561,Copilot,2022,67,38.34,6.99,22458,109623
6177,Healthcare,Medium,523,Copilot,2024,130,15.42,7.45,119884,188384
6178,Finance,Small,333,Copilot,2023,102,40.45,7.79,88125,175117
6179,Healthcare,Medium,1471,Claude,2022,131,24.13,6.38,98838,189464
6180,Retail,Large,3781,Copilot,2022,160,47.93,7.63,145862,199627
6181,Manufacturing,Small,384,Copilot,2023,39,48.91,7.6,121573,142945
6182,Finance,Medium,1320,Claude,2024,195,39.08,9.57,55971,72984
6183,Healthcare,Large,3062,Claude,2023,64,34.81,9.69,63164,161434
6184,Education,Medium,1299,Gemini,2025,37,39.86,8.67,39315,153793
6185,Manufacturing,Small,403,Claude,2024,157,43.94,8.54,87935,112540
6186,Education,Medium,882,Gemini,2025,188,19.97,9.94,43152,142578
6187,Finance,Medium,836,Copilot,2022,44,11.46,6.03,94758,174537
6188,Manufacturing,Small,462,Claude,2025,182,21.87,6.2,109636,208165
6189,Finance,Medium,1372,Claude,2025,76,39.23,6.23,42895,53754
6190,Finance,Medium,1178,Claude,2022,60,38.6,8.81,96575,215134
6191,Retail,Large,3667,ChatGPT,2022,140,36.49,6.53,21336,100721
6192,Healthcare,Large,3271,Claude,2021,114,39.11,6.21,5425,82687
6193,IT,Medium,1401,Claude,2023,131,35.7,9.61,115157,155972
6194,Retail,Large,4254,ChatGPT,2021,55,17.17,7.72,63688,94775
6195,IT,Medium,705,ChatGPT,2023,90,12.7,8.31,117132,170664
6196,IT,Large,2970,Gemini,2025,168,44.16,9.04,18550,41980
